University,Status,Target Major,Term,Q,V,AWA,Total,TOEFL,UG College,UG Major,CGPA,Papers,Work Ex
"University of South Carolina, Columbia",Admit,Computer Science,Fall 2016,160,148,N/A,308,91,"Gandhi Institute Of Technology and Management, Visakhapatnam",Computer Science,7.8,0,0 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Spring 2016,164,146,N/A,310,98,"College of Engineering - Guindy (CEG), Anna University Campus, Guindy, Che",Computer Science,7.14,0,25 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Fall 2011,157,165,4,322,113,JNTU,Information Technology,78.95,0,0 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Fall 2013,166,168,4,334,116,"National Institute of Technology,Durgapur",Computer Science,7.89,0,0 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Spring 2014,161,148,3,309,99,West Bengal University of Technology,Computer Science,7.3,0,90 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Fall 2015,163,150,N/A,313,103,"West Bengal University of Technology, Calcutta",ECE,7,1,16 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Fall 2008,164,159,3,323,107,University of Pune,Computer Science,70,0,0 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Fall 2015,162,151,N/A,313,96,N/A,N/A,77.1,0,25 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Fall 2013,169,145,3,314,N/A,vasavi college of engineering,Computer Science,76,0,0 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Fall 2012,152,168,4.5,320,112,"BITS Pilani, Pilani Campus",Chemical Engineering,6,0,0 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Fall 2014,162,149,3.5,311,N/A,"Indian School of Mines, Dhanbad",Electronics Engineering,6.15,0,0 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Fall 2015,165,155,N/A,320,108,"Vidyalankar Institute Of Technology (VIT), Wadala, Mumbai",EEE,63,1,0 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Spring 2016,158,146,N/A,304,85,"Vasavi College of Engineering, Hyderabad",Computer Science,77,0,25 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Fall 2015,163,152,3,315,100,SVCE,Computer Science,7.32,1,8 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Fall 2015,163,149,3.5,312,99,IET - DAVV,Information Technology,75.62,2,12 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Fall 2011,157,158,3.5,315,105,University of Mumbai/RAIT,Information Technology,70,0,0 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Fall 2012,159,155,3.5,314,111,GGSIPU,Information Technology,72,0,0 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Fall 2012,169,146,3.5,315,86,HUST,Information Technology,7.82,0,0 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Fall 2015,163,152,N/A,315,100,N/A,N/A,7.31,0,10 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Fall 2013,161,146,N/A,307,95,"Govt. College of Engg, Amravati(Autonomous Institute)",Computer Science,7.99,0,0 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Fall 2012,N/A,N/A,3,N/A,92,"BITS Pilani, Pilani Campus",N/A,7,0,0 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Fall 2008,166,147,4,313,105,SPCE,Computer Science,59,0,0 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Fall 2009,145,144,2,289,95,N/A,N/A,N/A,0,0 M
"University of South Carolina, Columbia",Admit,Computer Science,Fall 2013,161,152,3,313,98,N/A,N/A,N/A,0,0 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Fall 2015,170,142,N/A,312,91,"Graphic Era University, Dehradun, Dehradun, Dehradun",ECE,81.48,0,16 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Fall 2015,163,152,N/A,315,100,N/A,N/A,7.31,0,10 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Fall 2015,163,149,N/A,312,99,N/A,N/A,75.6,1,0 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Fall 2015,166,148,N/A,314,107,"Institute of Engineering and Technology, DAVV, Indore",Information Technology,76,0,0 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Spring 2011,158,150,3,308,96,Acharaya Nagarjuna University,ECE,84,0,0 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Fall 2012,153,158,3.5,311,106,University of Mumbai,Information Technology,65,0,0 Mo
Pennsylvania State University,Reject,Computer Science,Fall 2018,163,154,4,317,111,M. S. Ramaiah Institute of Technology,Information Technology,9.14,N/A,29 Mo
Pennsylvania State University,Reject,Computer Science,Fall 2017,160,149,3.5,309,99,Visvesvaraya Technological University,Computer Science,72.3,N/A,0 Mo
Pennsylvania State University,Reject,Computer Science,Fall 2017,162,150,4.5,312,107,Vellore Institute of Technology,Computer Science,8.86,N/A,0 Mo
Pennsylvania State University,Reject,Computer Science,Fall 2017,162,159,4,321,8,guru gobind singh indraprastha university,Information Technology,86.58,2,0 Mo
Pennsylvania State University,Reject,Computer Science,Fall 2018,162,156,N/A,318,N/A,Manipal Institute of Technology,Information Technology,7.5,N/A,0 Mo
Pennsylvania State University,Reject,Computer Science,Fall 2016,156,149,3.5,305,90,Dr.Ambedkar Institute of technology,Computer Science,82.5,N/A,0 Mo
Pennsylvania State University,Reject,Computer Science,Fall 2018,166,148,4,314,101,NIT Warangal,Computer Science,7.07,N/A,18 Mo
Pennsylvania State University,Reject,Computer Science,Fall 2017,168,158,4,326,109,Daiict,Information Technology,9.43,N/A,0 Mo
Pennsylvania State University,Reject,Computer Science,Fall 2018,168,151,4,319,N/A,"Indian Institute of Information Technology (IIIT),",ECE,8.57,N/A,0 Mo
Pennsylvania State University,Reject,Computer Science,Spring 2019,170,155,3.5,325,110,NIT Surathkal,Information Technology,8.11,N/A,0 Mo
Pennsylvania State University,Reject,Computer Science,Fall 2019,168,162,4,330,113,Delhi University,Computer Science,7.46,N/A,0 Mo
Pennsylvania State University,Reject,Computer Science,Fall 2017,167,154,4,321,112,Maharashtra Institute of Technology,Computer Science,73,N/A,0 Mo
Pennsylvania State University,Reject,Computer Science,Fall 2017,168,153,5,321,110,Sikkim Manipal Institute of Technology,Computer Science,9.57,1,30 Mo
Pennsylvania State University,Reject,Computer Science,Fall 2019,166,151,3,317,106,Chaitanya Bharathi Institute of Technology,Computer Science,82.5,N/A,31 Mo
Pennsylvania State University,Reject,Computer Science,Fall 2018,162,155,4,317,110,Gujarat Technological University,Computer Science,9.23,1,0 Mo
Pennsylvania State University,Reject,Computer Science,Spring 2019,168,156,4,324,113,DJ Sanghvi College of Engineering,ECE,8,N/A,0 Mo
Pennsylvania State University,Reject,Computer Science,Fall 2017,168,143,3,311,94,SRM University,Computer Science,8.08,N/A,17 Mo
Pennsylvania State University,Reject,Computer Science,Fall 2019,157,153,4,310,112,vtu,Computer Science,7.8,N/A,0 Mo
Pennsylvania State University,Reject,Computer Science,Fall 2018,167,158,3.5,325,109,Mahindra Ecole Centrale,Computer Science,7.65,N/A,0 Mo
Pennsylvania State University,Reject,Computer Science,Fall 2017,167,152,4,319,113,Vellore Institute of Technology,ECE,8.76,N/A,0 Mo
Pennsylvania State University,Reject,Computer Science,Fall 2017,158,155,4,313,103,"Misrimal Navajee Munoth Jain Engineering College (MNMJEC), Thoraipakkam",Computer Science,8.29,2,19 Mo
Pennsylvania State University,Reject,Computer Science,Fall 2018,167,160,4,327,110,K. J. Somaiya College of Engineering,ECE,7.75,0,0 Mo
Pennsylvania State University,Reject,Computer Science,Fall 2013,169,157,3,326,106,IIT Guwahati,Computer Science,9.5,N/A,0 Mo
Pennsylvania State University,Reject,Computer Science,Fall 2018,163,149,4,312,N/A,Anna University,Computer Science,85.5,N/A,0 Mo
Pennsylvania State University,Reject,Computer Science,Fall 2016,165,158,5,323,116,"Thapar University, Punjab",Computer Science,8.86,N/A,0 Mo
Pennsylvania State University,Reject,Computer Science,Fall 2015,163,152,0,315,95,N/A,N/A,N/A,N/A,0 Mo
Pennsylvania State University,Reject,Computer Science,Fall 2017,161,152,4,313,109,ssn college of engineering,Computer Science,7.89,N/A,0 Mo
Pennsylvania State University,Reject,Computer Science,Fall 2018,160,151,3.5,311,106,SRM University,Computer Science,7.9,N/A,0 Mo
Pennsylvania State University,Reject,Computer Science,Fall 2017,167,144,4,311,96,"P.E.S. Institute of Technology, Bangalore",Computer Science,8.93,N/A,0 Mo
Pennsylvania State University,Reject,Computer Science,Fall 2019,162,149,3.5,311,99,Visvesvaraya Technological University,Computer Science,79,1,0 Mo
Pennsylvania State University,Reject,Computer Science,Spring 2018,166,164,3,330,118,Chaitanya Bharathi Institute of Technology,ECE,8.91,N/A,0 Mo
Pennsylvania State University,Reject,Computer Science,Fall 2018,161,146,3,307,98,"Vishwakarma Institute of Technology, Pune",Instrumentation Engineering,9.42,N/A,16 Mo
Pennsylvania State University,Reject,Computer Science,Fall 2018,170,154,4,324,115,Kalinga Institute Of Industrial Technology,Computer Science,8.1,N/A,30 Mo
Pennsylvania State University,Reject,Computer Science,Fall 2017,166,152,0,318,102,NIT Warangal,EEE,7.75,N/A,0 Mo
Pennsylvania State University,Reject,Computer Science,Fall 2018,170,164,4,334,117,DJ Sanghvi College of Engineering,Computer Science,8.21,1,0 Mo
Pennsylvania State University,Reject,Computer Science,Fall 2017,163,154,4.5,317,112,West Bengal University of Technology,ECE,7.97,N/A,0 Mo
Pennsylvania State University,Reject,Computer Science,Spring 2018,160,155,3,315,105,Thadomal Shahani Engineering College,Information Technology,59.5,N/A,28 Mo
Pennsylvania State University,Reject,Computer Science,Fall 2016,165,159,4.5,324,106,MAIT,Computer Science,78,N/A,0 Mo
Pennsylvania State University,Reject,Computer Science,Fall 2018,159,144,3,303,92,Cochin university of science and technology,Computer Science,71,N/A,0 Mo
Pennsylvania State University,Reject,Computer Science,Fall 2013,166,150,3.5,316,106,DJ Sanghvi College of Engineering,Information Technology,67.1,N/A,0 Mo
Pennsylvania State University,Reject,Computer Science,Fall 2015,166,155,0,321,113,"Indian Institute of information Technology, jabalpur",Computer Science,7.8,N/A,0 Mo
Pennsylvania State University,Reject,Computer Science,Fall 2016,169,151,3,320,102,Dayananda Sagar College of Engineering,Information Technology,77,N/A,0 Mo
Pennsylvania State University,Reject,Computer Science,Spring 2019,164,154,3,318,108,BMIET,Computer Science,68,N/A,0 Mo
Pennsylvania State University,Reject,Computer Science,Fall 2019,166,153,4,319,110,Ramrao Adik Institute of Technology,Information Technology,8.52,1,36 Mo
Pennsylvania State University,Reject,Computer Science,Fall 2018,161,158,4,319,104,"College of Engineering, Guindy",Computer Science,7.7,N/A,0 Mo
Pennsylvania State University,Reject,Computer Science,Fall 2018,163,147,4,310,103,NSS College of Engineering,Computer Science,7.98,0,63 Mo
Pennsylvania State University,Reject,Computer Science,Fall 2018,170,159,3,329,104,Motilal Nehru National Institute of Technology Allahabad,Computer Science,8.31,N/A,53 Mo
Pennsylvania State University,Reject,Computer Science,Fall 2011,163,151,0,314,109,Sardar Patel Institute of Technology,Computer Science,76.44,N/A,0 Mo
Pennsylvania State University,Reject,Computer Science,Fall 2019,164,146,3,310,7.5,Vignan's University,Computer Science,8.87,0,0 Mo
Pennsylvania State University,Reject,Computer Science,Fall 2017,168,158,4,326,113,Vellore Institute of Technology,ECE,8.6,N/A,0 Mo
Pennsylvania State University,Reject,Computer Science,Fall 2017,164,152,3,316,107,Vellore Institute of Technology,Information Technology,8.76,N/A,0 Mo
Pennsylvania State University,Reject,Computer Science,Fall 2015,164,151,3,315,108,N/A,N/A,N/A,N/A,0 Mo
Pennsylvania State University,Reject,Computer Science,Fall 2015,168,153,3,321,107,NIT Kurukshetra,ECE,8.3,N/A,0 Mo
Pennsylvania State University,Reject,Computer Science,Fall 2018,164,163,N/A,327,115,Visvesvaraya Technological University,Computer Science,70,N/A,0 Mo
Pennsylvania State University,Reject,Computer Science,Fall 2017,170,157,0,327,110,"BITS Pilani, Pilani Campus",Computer Science,7.33,N/A,12 Mo
Pennsylvania State University,Reject,Computer Science,Fall 2017,162,154,4,316,115,V.E.S. Institute Of Technology,Computer Science,9.3,N/A,0 Mo
Pennsylvania State University,Reject,Computer Science,Fall 2017,170,159,4.5,329,111,Thakur College of Engineering and Technology,Computer Science,7.03,N/A,0 Mo
Pennsylvania State University,Reject,Computer Science,Fall 2016,166,156,0,322,113,Ambedkar institute of advance communication technologies and research,Computer Science,80,N/A,0 Mo
Pennsylvania State University,Reject,Computer Science,Fall 2016,157,149,0,306,103,vidya vardhaka college of engineering mysooru,Computer Science,65,N/A,0 Mo
Pennsylvania State University,Reject,Computer Science,Fall 2018,160,149,4,309,96,ssvps bapusheb shivajirao deore coe,Computer Science,8.4,N/A,0 Mo
Pennsylvania State University,Reject,Computer Science,Fall 2017,164,152,3,316,94,Anna University,Computer Science,7.93,N/A,0 Mo
Pennsylvania State University,Reject,Computer Science,Fall 2015,163,156,4,319,103,N/A,N/A,N/A,N/A,0 Mo
Pennsylvania State University,Reject,Computer Science,Fall 2017,164,144,4,308,92,Vellore Institute of Technology,ECE,7.89,N/A,0 Mo
Pennsylvania State University,Reject,Computer Science,Fall 2018,161,149,2.5,310,90,guru gobind singh indraprastha university,Computer Science,73,N/A,40 Mo
Pennsylvania State University,Reject,Computer Science,Fall 2017,169,151,3.5,320,94,"Indian Institute of Information Technology (IIIT),",Information Technology,7.9,N/A,17 Mo
Pennsylvania State University,Reject,Computer Science,Fall 2018,166,148,N/A,314,100,Vellore Institute of Technology,Computer Science,9.14,N/A,6 Mo
Pennsylvania State University,Reject,Computer Science,Fall 2017,160,158,3,318,103,"YCCE, Nagpur, India",Information Technology,66,N/A,0 Mo
Pennsylvania State University,Reject,Computer Science,Fall 2017,168,148,3,316,95,NIT Jalandhar,ECE,7.9,N/A,6 Mo
Pennsylvania State University,Reject,Computer Science,Fall 2016,167,151,3,318,103,RNS Institute Of Technology,Computer Science,78,N/A,0 Mo
Pennsylvania State University,Reject,Computer Science,Fall 2017,168,150,3.5,318,104,NIT Surat,Computer Science,6.6,N/A,18 Mo
Pennsylvania State University,Reject,Computer Science,Fall 2018,164,145,3,309,99,Sinhgad College of Engineering,Computer Science,73.7,N/A,0 Mo
Pennsylvania State University,Reject,Computer Science,Fall 2016,166,149,3,315,94,"Vishwakarma Institute of Technology, Pune",ECE,8.66,N/A,0 Mo
Pennsylvania State University,Reject,Computer Science,Fall 2019,167,150,4,317,114,Sardar Patel Institute of Technology,EEE,8.7,0,7 Mo
Pennsylvania State University,Reject,Computer Science,Fall 2017,168,148,3,316,99,UVCE,ECE,79.88,N/A,0 Mo
Pennsylvania State University,Reject,Computer Science,Fall 2017,164,152,3.5,316,111,Vellore Institute of Technology,ECE,8.4,N/A,0 Mo
Pennsylvania State University,Reject,Computer Science,Spring 2017,166,148,3,314,92,Dr K.N.Modi Institute of Engineering & Technology,ECE,73,N/A,0 Mo
Pennsylvania State University,Reject,Computer Science,Fall 2016,167,149,3,316,104,Gvp College Of Engineering,Computer Science,83,N/A,0 Mo
Pennsylvania State University,Reject,Computer Science,Fall 2017,170,156,4,326,N/A,University of Mumbai,Computer Science,7.75,N/A,0 Mo
Pennsylvania State University,Reject,Computer Science,Spring 2018,156,155,4,311,110,West Bengal University of Technology,Information Technology,8.04,N/A,17 Mo
Pennsylvania State University,Reject,Computer Science,Fall 2018,164,152,N/A,316,N/A,Veermata Jijabai Technological Institute,Information Technology,9,1,17 Mo
Pennsylvania State University,Reject,Computer Science,Fall 2018,158,145,3,303,101,G Narayanamma Institute Of Technology And Science For Women,Information Technology,86.7,N/A,29 Mo
Pennsylvania State University,Reject,Computer Science,Fall 2019,164,158,5,322,118,PSG College of Technology,Computer Science,8.53,N/A,0 Mo
Pennsylvania State University,Reject,Computer Science,Fall 2017,160,150,N/A,310,0,SRM University,Computer Science,8.64,N/A,0 Mo
Pennsylvania State University,Reject,Computer Science,Fall 2017,165,152,4,317,111,"B.M.S. College of Engineering, Bangalore",Information Technology,9.47,N/A,0 Mo
Pennsylvania State University,Reject,Computer Science,Fall 2013,160,158,4,318,109,NIT Silchar,Computer Science,8.23,N/A,0 Mo
Pennsylvania State University,Reject,Computer Science,Fall 2016,164,152,3,316,101,"Thapar University, Punjab",Computer Science,8.89,N/A,0 Mo
Pennsylvania State University,Reject,Computer Science,Fall 2018,170,153,N/A,323,107,Nirma University,ECE,7.53,3,0 Mo
Pennsylvania State University,Reject,Computer Science,Fall 2018,N/A,N/A,N/A,N/A,103,FR CONCEICAO RODRIGUES INSTITUE OF TECHNOLOGY,Information Technology,70,N/A,0 Mo
